Date,Tos,Hos,Tug,Hog,Tug12,Hug12
11/19/24 9:42 AM,25.6,55,21.4,99,22,89
11/19/24 9:52 AM,26.1,54,21.8,99,22,89
11/19/24 10:02 AM,26.3,50,22.1,99,21.9,89
11/19/24 10:12 AM,26.7,48,22.5,99,21.9,89
11/19/24 10:22 AM,27.2,46,22.9,99,21.9,89
11/19/24 10:32 AM,27.6,45,23.1,99,21.9,89
11/19/24 10:42 AM,28.1,44,23.5,99,21.9,89
11/19/24 10:52 AM,28.8,44,23.8,99,21.9,89
11/19/24 11:02 AM,29.5,40,24.2,99,21.9,89
11/19/24 11:12 AM,29.3,41,24.4,99,21.9,89
11/19/24 11:22 AM,29.7,42,24.7,99,21.9,89
11/19/24 11:32 AM,30.1,41,24.8,99,22,89
11/19/24 11:42 AM,30.5,41,24.8,99,22,89
11/19/24 11:52 AM,30.5,42,24.4,99,22,89
11/19/24 12:02 PM,30.4,44,24.1,99,22,89
11/19/24 12:12 PM,30.1,41,23.7,99,22,89
11/19/24 12:22 PM,30,41,23.5,99,22,89
11/19/24 12:32 PM,30.2,41,23.7,99,22,89
11/19/24 12:42 PM,29.9,42,23.6,99,22,89
11/19/24 12:52 PM,30.3,43,23.4,99,22,89
11/19/24 1:02 PM,29.6,42,23.1,99,22,89
11/19/24 1:12 PM,29.3,42,22.9,99,22.1,89
11/19/24 1:22 PM,28.8,43,22.7,99,22.1,89
11/19/24 1:32 PM,28.9,43,22.6,99,22.1,89
11/19/24 1:42 PM,28.8,44,22.8,99,22.1,89
11/19/24 1:52 PM,29.1,44,23.1,99,22.1,89
11/19/24 2:02 PM,29.4,43,23,99,22.1,89
11/19/24 2:12 PM,29.4,44,22.9,99,22.2,89
11/19/24 2:22 PM,29.3,43,22.9,99,22.2,89
11/19/24 2:32 PM,29.3,43,22.8,99,22.2,89
11/19/24 2:42 PM,29.5,42,22.9,99,22.2,89
11/19/24 2:52 PM,29.3,42,23.2,99,22.2,89
11/19/24 3:02 PM,28.7,43,22.9,99,22.2,89
11/19/24 3:12 PM,28.7,44,22.6,99,22.3,89
11/19/24 3:22 PM,28.3,43,22.5,99,22.3,89
11/19/24 3:32 PM,28,45,22.3,99,22.3,89
11/19/24 3:42 PM,27.6,45,22.2,99,22.3,89
11/19/24 3:52 PM,27.2,45,22.1,99,22.3,89
11/19/24 4:02 PM,26.8,48,22,99,22.4,89
11/19/24 4:12 PM,26.4,49,21.9,99,22.4,89
11/19/24 4:22 PM,25.9,52,21.9,99,22.4,89
11/19/24 4:32 PM,25.4,55,21.8,99,22.4,89
11/19/24 4:42 PM,24.9,56,21.7,99,22.4,89
11/19/24 4:52 PM,24.6,56,21.6,99,22.4,89
11/19/24 5:02 PM,24.2,58,21.5,99,22.5,89
11/19/24 5:12 PM,23.7,59,21.4,99,22.5,89
11/19/24 5:22 PM,23.2,60,21.2,99,22.5,89
11/19/24 5:32 PM,22.7,61,21.1,99,22.5,89
11/19/24 5:42 PM,22.3,62,20.9,99,22.5,89
11/19/24 5:52 PM,21.9,63,20.7,99,22.5,89
11/19/24 6:02 PM,21.6,64,20.6,99,22.5,89
11/19/24 6:12 PM,21.3,66,20.5,99,22.5,89
11/19/24 6:22 PM,21.1,67,20.4,99,22.5,89
11/19/24 6:32 PM,20.9,68,20.3,99,22.6,89
11/19/24 6:42 PM,20.7,68,20.2,99,22.6,89
11/19/24 6:52 PM,20.5,69,20.1,99,22.6,89
11/19/24 7:02 PM,20.3,69,20,99,22.6,89
11/19/24 7:12 PM,20.1,70,19.9,99,22.6,89
11/19/24 7:22 PM,19.9,71,19.8,99,22.6,89
11/19/24 7:32 PM,19.8,71,19.8,99,22.6,89
11/19/24 7:42 PM,19.6,72,19.7,99,22.6,89
11/19/24 7:52 PM,19.5,72,19.6,99,22.6,89
11/19/24 8:02 PM,19.4,73,19.5,99,22.6,89
11/19/24 8:12 PM,19.2,74,19.4,99,22.6,89
11/19/24 8:22 PM,19,74,19.4,99,22.6,89
11/19/24 8:32 PM,18.8,75,19.3,99,22.6,89
11/19/24 8:42 PM,18.6,76,19.2,99,22.6,89
11/19/24 8:52 PM,18.5,76,19.2,99,22.6,89
11/19/24 9:02 PM,18.4,77,19.1,99,22.6,89
11/19/24 9:12 PM,18.2,77,19,99,22.6,89
11/19/24 9:22 PM,18.1,78,19,99,22.6,89
11/19/24 9:32 PM,17.9,78,18.9,99,22.6,89
11/19/24 9:42 PM,17.8,78,18.9,99,22.6,89
11/19/24 9:52 PM,17.7,78,18.8,99,22.6,89
11/19/24 10:02 PM,17.7,79,18.8,99,22.5,89
11/19/24 10:12 PM,17.6,80,18.7,99,22.6,89
11/19/24 10:22 PM,17.5,80,18.7,99,22.6,89
11/19/24 10:32 PM,17.3,80,18.6,99,22.5,89
11/19/24 10:42 PM,17.2,81,18.5,99,22.5,89
11/19/24 10:52 PM,17,81,18.5,99,22.5,89
11/19/24 11:02 PM,17.1,82,18.4,99,22.5,89
11/19/24 11:12 PM,16.9,83,18.4,99,22.5,89
11/19/24 11:22 PM,16.7,83,18.4,99,22.5,89
11/19/24 11:32 PM,16.7,83,18.3,99,22.5,89
11/19/24 11:42 PM,16.7,83,18.2,99,22.5,89
11/19/24 11:52 PM,16.5,84,18.2,99,22.5,89
11/20/24 12:02 AM,16.4,85,18.2,99,22.5,89
11/20/24 12:12 AM,16.3,87,18.1,99,22.5,89
11/20/24 12:22 AM,16.2,86,18.1,99,22.4,89
11/20/24 12:32 AM,16.2,86,18,99,22.4,89
11/20/24 12:42 AM,16.1,86,18,99,22.4,89
11/20/24 12:52 AM,16,86,17.9,99,22.4,89
11/20/24 1:02 AM,15.9,86,17.9,99,22.4,89
11/20/24 1:12 AM,15.8,86,17.9,99,22.4,89
11/20/24 1:22 AM,15.8,86,17.9,99,22.4,89
11/20/24 1:32 AM,15.7,86,17.8,99,22.4,89
11/20/24 1:42 AM,15.6,86,17.8,99,22.4,89
11/20/24 1:52 AM,15.6,86,17.7,99,22.4,89
11/20/24 2:02 AM,15.5,87,17.7,99,22.3,89
11/20/24 2:12 AM,15.5,87,17.7,99,22.3,89
11/20/24 2:22 AM,15.4,87,17.6,99,22.3,89
11/20/24 2:32 AM,15.4,87,17.6,99,22.3,89
11/20/24 2:42 AM,15.3,87,17.6,99,22.3,89
11/20/24 2:52 AM,15.2,87,17.5,99,22.3,89
11/20/24 3:02 AM,15.2,87,17.4,99,22.3,89
11/20/24 3:12 AM,15.1,87,17.4,99,22.3,89
11/20/24 3:22 AM,15.1,88,17.3,99,22.3,89
11/20/24 3:32 AM,15,88,17.3,99,22.2,89
11/20/24 3:42 AM,14.9,88,17.3,99,22.2,89
11/20/24 3:52 AM,14.8,88,17.2,99,22.2,89
11/20/24 4:02 AM,14.8,88,17.2,99,22.2,89
11/20/24 4:12 AM,14.7,89,17.1,99,22.2,89
11/20/24 4:22 AM,14.7,89,17.1,99,22.2,89
11/20/24 4:32 AM,14.6,89,17.1,99,22.2,89
11/20/24 4:42 AM,14.6,89,17,99,22.1,89
11/20/24 4:52 AM,14.6,89,17,99,22.1,89
11/20/24 5:02 AM,14.5,89,16.9,99,22.1,89
11/20/24 5:12 AM,14.5,89,16.9,99,22.1,89
11/20/24 5:22 AM,14.5,89,16.9,99,22.1,89
11/20/24 5:32 AM,14.4,89,16.9,99,22.1,89
11/20/24 5:42 AM,14.4,89,16.8,99,22.1,89
11/20/24 5:52 AM,14.3,90,16.8,99,22.1,89
11/20/24 6:02 AM,14.3,90,16.8,99,22,89
11/20/24 6:12 AM,14.2,90,16.7,99,22,89
11/20/24 6:22 AM,14.2,90,16.7,99,22,89
11/20/24 6:32 AM,14.1,90,16.7,99,22,89
11/20/24 6:42 AM,14,91,16.6,99,22,89
11/20/24 6:52 AM,14,92,16.6,99,22,89
11/20/24 7:02 AM,14.1,91,16.6,99,21.9,89
11/20/24 7:12 AM,14.3,91,16.6,99,21.9,89
11/20/24 7:22 AM,14.8,91,16.7,99,21.9,89
11/20/24 7:32 AM,15.9,89,16.8,99,21.9,89
11/20/24 7:42 AM,17,86,16.9,99,21.9,89
11/20/24 7:52 AM,18,83,17,99,21.9,89
11/20/24 8:02 AM,18.4,79,17.2,99,21.9,89
11/20/24 8:12 AM,18.9,77,17.4,99,21.9,89
11/20/24 8:22 AM,19.2,73,17.6,99,21.8,89
11/20/24 8:32 AM,20,70,17.9,99,21.8,89
11/20/24 8:42 AM,21.4,65,18.6,99,21.8,89
11/20/24 8:52 AM,22.4,61,19.1,99,21.8,89
11/20/24 9:02 AM,22.9,58,19.6,99,21.8,89
11/20/24 9:12 AM,23.7,55,20.2,99,21.8,89
11/20/24 9:22 AM,24.4,50,20.7,99,21.8,89
11/20/24 9:32 AM,25.1,50,21.1,99,21.7,89
11/20/24 9:42 AM,25.6,49,21.6,99,21.7,89
11/20/24 9:52 AM,26.2,48,22,99,21.7,89
11/20/24 10:02 AM,26.7,46,22.5,99,21.7,89
11/20/24 10:12 AM,27.5,42,22.9,99,21.7,89
11/20/24 10:22 AM,27.6,42,23.3,99,21.7,89
11/20/24 10:32 AM,28.7,41,23.8,99,21.7,89
11/20/24 10:42 AM,28.9,39,24.1,99,21.7,89
11/20/24 10:52 AM,29,39,24.3,99,21.7,89
11/20/24 11:02 AM,29.3,37,24.7,99,21.7,89
11/20/24 11:12 AM,29.3,36,25,99,21.7,89
11/20/24 11:22 AM,29.2,37,25.3,99,21.7,89
11/20/24 11:32 AM,29.5,37,25.7,99,21.7,89
11/20/24 11:42 AM,30.1,36,25.6,99,21.7,89
11/20/24 11:52 AM,30.3,35,25.2,99,21.7,89
11/20/24 12:02 PM,30.3,35,24.9,99,21.7,89
11/20/24 12:12 PM,31,35,24.5,99,21.7,89
11/20/24 12:22 PM,30.4,35,24,99,21.8,89
11/20/24 12:32 PM,30.6,36,24.4,99,21.8,89
11/20/24 12:42 PM,31,34,24.2,99,21.8,89
11/20/24 12:52 PM,31,35,23.8,99,21.8,89
11/20/24 1:02 PM,30.3,35,23.5,99,21.8,89
11/20/24 1:12 PM,30,35,23.3,99,21.8,89
11/20/24 1:22 PM,29.9,35,23.1,99,21.8,89
11/20/24 1:32 PM,29.5,36,23,99,21.8,89
11/20/24 1:42 PM,29.6,36,23.3,99,21.8,89
11/20/24 1:52 PM,29.8,36,23.8,99,21.8,89
11/20/24 2:02 PM,30.2,35,23.8,99,21.9,89
11/20/24 2:12 PM,30.4,35,23.7,99,21.9,89
11/20/24 2:22 PM,30.1,35,23.5,99,21.9,89
11/20/24 2:32 PM,29.8,37,23.5,99,21.9,89
11/20/24 2:42 PM,29.6,37,23.7,99,22,89
11/20/24 2:52 PM,29.7,37,24,99,22,89
11/20/24 3:02 PM,29.5,38,23.8,99,22,89
11/20/24 3:12 PM,29.3,38,23.4,99,22,89
11/20/24 3:22 PM,28.7,40,23.1,99,22,89
11/20/24 3:32 PM,28.3,40,22.9,99,22,89
11/20/24 3:42 PM,28,41,22.7,99,22,89
11/20/24 3:52 PM,27.8,42,22.6,99,22.1,89
11/20/24 4:02 PM,27.2,43,22.4,99,22.1,89
11/20/24 4:12 PM,26.8,45,22.3,99,22.1,89
11/20/24 4:22 PM,26.3,46,22.2,99,22.1,89
11/20/24 4:32 PM,25.9,47,22,99,22.1,89
11/20/24 4:42 PM,25.5,48,21.9,99,22.2,89
11/20/24 4:52 PM,25,50,21.8,99,22.2,89
11/20/24 5:02 PM,24.5,51,21.6,99,22.2,89
11/20/24 5:12 PM,23.9,53,21.5,99,22.2,89
11/20/24 5:22 PM,23.3,55,21.3,99,22.2,89
11/20/24 5:32 PM,22.8,56,21.1,99,22.2,89
11/20/24 5:42 PM,22.4,57,20.9,99,22.3,89
11/20/24 5:52 PM,22.1,58,20.8,99,22.3,89
11/20/24 6:02 PM,21.8,60,20.6,99,22.3,89
11/20/24 6:12 PM,21.5,61,20.5,99,22.3,89
11/20/24 6:22 PM,21.2,62,20.4,99,22.3,89
11/20/24 6:32 PM,20.9,62,20.2,99,22.3,89
11/20/24 6:42 PM,20.7,63,20.1,99,22.3,89
11/20/24 6:52 PM,20.5,65,20,99,22.3,89
11/20/24 7:02 PM,20.3,65,19.9,99,22.3,89
11/20/24 7:12 PM,20.1,66,19.8,99,22.3,89
11/20/24 7:22 PM,19.9,66,19.7,99,22.3,89
11/20/24 7:32 PM,19.8,67,19.7,99,22.4,89
11/20/24 7:42 PM,19.6,68,19.6,99,22.4,89
11/20/24 7:52 PM,19.5,69,19.5,99,22.4,89
11/20/24 8:02 PM,19.4,69,19.4,99,22.4,89
11/20/24 8:12 PM,19.3,70,19.4,99,22.4,89
11/20/24 8:22 PM,19.1,70,19.3,99,22.4,89
11/20/24 8:32 PM,19,71,19.2,99,22.4,89
11/20/24 8:42 PM,18.8,71,19.2,99,22.4,89
11/20/24 8:52 PM,18.7,71,19.1,99,22.4,89
11/20/24 9:02 PM,18.6,72,19.1,99,22.4,89
11/20/24 9:12 PM,18.4,71,19,99,22.3,89
11/20/24 9:22 PM,18.4,72,18.9,99,22.4,89
11/20/24 9:32 PM,18.2,72,18.8,99,22.3,89
11/20/24 9:42 PM,18.1,72,18.7,99,22.3,89
11/20/24 9:52 PM,18.2,72,18.7,99,22.4,89
11/20/24 10:02 PM,18.1,72,18.7,99,22.4,89
11/20/24 10:12 PM,18.1,71,18.6,99,22.3,89
11/20/24 10:22 PM,17.9,71,18.5,99,22.3,89
11/20/24 10:32 PM,17.7,71,18.5,99,22.3,89
11/20/24 10:42 PM,17.6,71,18.4,99,22.3,89
11/20/24 10:52 PM,17.5,72,18.3,99,22.3,89
11/20/24 11:02 PM,17.3,72,18.3,99,22.3,89
11/20/24 11:12 PM,17.2,73,18.2,99,22.3,89
11/20/24 11:22 PM,17.1,73,18.2,99,22.3,89
11/20/24 11:32 PM,16.9,74,18.2,99,22.3,89
11/20/24 11:42 PM,16.8,74,18.1,99,22.3,89
11/20/24 11:52 PM,16.7,75,18,99,22.3,89
11/21/24 12:02 AM,16.6,75,18,99,22.3,89
11/21/24 12:12 AM,16.5,75,17.9,99,22.3,89
11/21/24 12:22 AM,16.5,75,17.9,99,22.3,90
11/21/24 12:32 AM,16.5,76,17.8,99,22.3,90
11/21/24 12:42 AM,16.5,75,17.8,99,22.3,90
11/21/24 12:52 AM,16.5,75,17.8,99,22.2,90
11/21/24 1:02 AM,16.4,75,17.7,99,22.2,89
11/21/24 1:12 AM,16.4,75,17.7,99,22.2,90
11/21/24 1:22 AM,16.4,75,17.7,99,22.2,90
11/21/24 1:32 AM,16.3,76,17.6,99,22.2,90
11/21/24 1:42 AM,16.2,76,17.6,99,22.2,90
11/21/24 1:52 AM,16.2,76,17.6,99,22.2,90
11/21/24 2:02 AM,16,76,17.5,99,22.2,90
11/21/24 2:12 AM,15.8,76,17.5,99,22.2,90
11/21/24 2:22 AM,15.7,77,17.4,99,22.2,90
11/21/24 2:32 AM,15.6,77,17.4,99,22.1,90
11/21/24 2:42 AM,15.5,77,17.3,99,22.1,90
11/21/24 2:52 AM,15.4,77,17.2,99,22.1,90
11/21/24 3:02 AM,15.4,78,17.2,99,22.1,90
11/21/24 3:12 AM,15.3,77,17.1,99,22.1,90
11/21/24 3:22 AM,15.2,78,17.1,99,22.1,90
11/21/24 3:32 AM,15.1,78,17,99,22.1,90
11/21/24 3:42 AM,15,78,17,99,22.1,90
11/21/24 3:52 AM,14.9,78,16.9,99,22,90
11/21/24 4:02 AM,14.7,79,16.9,99,22,90
11/21/24 4:12 AM,14.5,79,16.8,99,22,90
11/21/24 4:22 AM,14.4,79,16.7,99,22,90
11/21/24 4:32 AM,14.3,79,16.7,99,22,90
11/21/24 4:42 AM,14.3,80,16.6,99,22,90
11/21/24 4:52 AM,14.3,80,16.6,99,22,90
11/21/24 5:02 AM,14.1,80,16.6,99,22,90
11/21/24 5:12 AM,14,81,16.5,99,22,90
11/21/24 5:22 AM,14,80,16.5,99,21.9,90
11/21/24 5:32 AM,13.9,80,16.4,99,21.9,90
11/21/24 5:42 AM,13.8,81,16.4,99,21.9,90
11/21/24 5:52 AM,13.8,81,16.3,99,21.9,90
11/21/24 6:02 AM,13.7,81,16.3,99,21.9,90
11/21/24 6:12 AM,13.7,81,16.3,99,21.8,90
11/21/24 6:22 AM,13.6,81,16.2,99,21.8,90
11/21/24 6:32 AM,13.6,81,16.2,99,21.8,90
11/21/24 6:42 AM,13.6,81,16.2,99,21.8,90
11/21/24 6:52 AM,13.6,82,16.2,99,21.8,90
11/21/24 7:02 AM,13.7,82,16.1,99,21.8,90
11/21/24 7:12 AM,14,82,16.2,99,21.8,90
11/21/24 7:22 AM,14.4,81,16.2,99,21.8,90
11/21/24 7:32 AM,15.7,78,16.3,99,21.7,90
11/21/24 7:42 AM,17.2,74,16.4,99,21.7,90
11/21/24 7:52 AM,17.6,71,16.5,99,21.7,90
11/21/24 8:02 AM,18.2,69,16.6,99,21.7,90
11/21/24 8:12 AM,19,69,16.8,99,21.7,90
11/21/24 8:22 AM,20,66,17,99,21.6,90
11/21/24 8:32 AM,20.7,61,17.3,99,21.6,90
11/21/24 8:42 AM,21.2,60,17.9,99,21.6,90
11/21/24 8:52 AM,22.1,58,18.5,99,21.6,90
11/21/24 9:02 AM,22.2,55,19.1,99,21.6,90
11/21/24 9:12 AM,22.9,56,19.6,99,21.6,90
11/21/24 9:22 AM,23.9,53,20.3,99,21.6,90
11/21/24 9:32 AM,24.7,49,20.9,99,21.5,90
11/21/24 9:42 AM,25.6,49,21.4,99,21.5,90
11/21/24 9:52 AM,26.5,47,22.1,99,21.5,90
11/21/24 10:02 AM,26.8,44,22.7,99,21.5,90
11/21/24 10:12 AM,27.7,44,23.2,99,21.5,90
11/21/24 10:22 AM,28.1,44,23.7,99,21.5,90
11/21/24 10:32 AM,28.9,41,24.3,99,21.5,90
11/21/24 10:42 AM,29.5,41,24.8,99,21.5,90
11/21/24 10:52 AM,29.6,40,25.4,99,21.5,90
11/21/24 11:02 AM,29.6,42,25.9,99,21.5,90
11/21/24 11:12 AM,29.8,41,26.3,99,21.5,90
11/21/24 11:22 AM,30.3,40,26.7,99,21.5,90
11/21/24 11:32 AM,30.6,41,27.2,99,21.5,90
11/21/24 11:42 AM,31.1,40,27.2,99,21.5,90
11/21/24 11:52 AM,31.5,39,26.8,99,21.5,90
11/21/24 12:02 PM,31.5,39,26.7,99,21.5,90
11/21/24 12:12 PM,31.4,39,26.4,99,21.5,90
11/21/24 12:22 PM,31,40,25.9,99,21.5,90
11/21/24 12:32 PM,30.4,41,25.9,99,21.6,90
11/21/24 12:42 PM,30.9,40,25.8,99,21.6,90
11/21/24 12:52 PM,30.4,42,25.5,99,21.6,90
11/21/24 1:02 PM,30,42,25.2,99,21.6,90
11/21/24 1:12 PM,29.5,42,24.9,99,21.6,90
11/21/24 1:22 PM,28.9,43,24.6,99,21.6,90
11/21/24 1:32 PM,29.2,43,24.5,99,21.7,90
11/21/24 1:42 PM,28.9,42,24.6,99,21.7,90
11/21/24 1:52 PM,29.4,42,25.1,99,21.7,90
11/21/24 2:02 PM,29.6,40,25.2,99,21.7,90
11/21/24 2:12 PM,29.7,42,25.1,99,21.8,90
11/21/24 2:22 PM,29.9,42,24.9,99,21.8,90
11/21/24 2:32 PM,30,41,24.8,99,21.8,90
11/21/24 2:42 PM,29.7,41,24.9,99,21.8,90
11/21/24 2:52 PM,29.3,42,25.2,99,21.8,90
11/21/24 3:02 PM,29.1,43,25,99,21.8,90
11/21/24 3:12 PM,28.9,43,24.7,99,21.9,90
11/21/24 3:22 PM,28.7,44,24.3,99,21.9,90
11/21/24 3:32 PM,28.3,43,24.1,99,21.9,90
11/21/24 3:42 PM,27.7,44,23.9,99,22,90
11/21/24 3:52 PM,27.3,45,23.7,99,22,90
11/21/24 4:02 PM,27.1,47,23.5,99,22,90
11/21/24 4:12 PM,26.7,48,23.4,99,22,90
11/21/24 4:22 PM,26.1,49,23.2,99,22,90
11/21/24 4:32 PM,25.8,51,23,99,22.1,90
11/21/24 4:42 PM,25.3,52,22.8,99,22.1,90
11/21/24 4:52 PM,24.8,53,22.7,99,22.1,90
11/21/24 5:02 PM,24.3,55,22.5,99,22.1,90
11/21/24 5:12 PM,23.8,56,22.3,99,22.1,90
11/21/24 5:22 PM,23.4,58,22.1,99,22.2,90
11/21/24 5:32 PM,23,59,22,99,22.2,90
11/21/24 5:42 PM,22.5,61,21.8,99,22.2,90
11/21/24 5:52 PM,22.1,62,21.6,99,22.2,90
11/21/24 6:02 PM,22,63,21.5,99,22.2,90
11/21/24 6:12 PM,21.5,65,21.3,99,22.2,90
11/21/24 6:22 PM,21.4,66,21.2,99,22.3,90
11/21/24 6:32 PM,21.2,66,21,99,22.3,90
11/21/24 6:42 PM,21,67,20.9,99,22.3,90
11/21/24 6:52 PM,20.8,68,20.8,99,22.3,90
11/21/24 7:02 PM,20.6,68,20.7,99,22.3,90
11/21/24 7:12 PM,20.4,70,21.2,99,22.3,90
11/21/24 7:22 PM,20.1,72,21.1,99,22.3,90
11/21/24 7:32 PM,20,73,20.8,99,22.3,90
11/21/24 7:42 PM,19.8,72,20.6,99,22.3,90
11/21/24 7:52 PM,19.5,73,20.4,99,22.3,90
11/21/24 8:02 PM,19.3,74,20.2,99,22.3,90
11/21/24 8:12 PM,19.3,76,20.1,99,22.3,90
11/21/24 8:22 PM,19.2,76,20,99,22.3,90
11/21/24 8:32 PM,19.1,75,19.8,99,22.3,90
11/21/24 8:42 PM,19,75,19.7,99,22.3,90
11/21/24 8:52 PM,18.9,76,19.6,99,22.3,90
11/21/24 9:02 PM,18.8,76,19.5,99,22.3,90
11/21/24 9:12 PM,18.8,77,19.4,99,22.3,90
11/21/24 9:22 PM,18.6,77,19.4,99,22.3,90
11/21/24 9:32 PM,18.5,78,19.3,99,22.3,90
11/21/24 9:42 PM,18.3,78,19.2,99,22.3,90
11/21/24 9:52 PM,18.2,78,19.1,99,22.3,90
11/21/24 10:02 PM,18.1,79,19.1,99,22.3,90
11/21/24 10:12 PM,18,81,19,99,22.3,90
11/21/24 10:22 PM,17.9,80,18.9,99,22.3,90
11/21/24 10:32 PM,17.8,81,18.9,99,22.3,90
11/21/24 10:42 PM,17.7,81,18.8,99,22.3,90
11/21/24 10:52 PM,17.6,82,18.8,99,22.3,90
11/21/24 11:02 PM,17.5,83,18.7,99,22.3,90
11/21/24 11:12 PM,17.4,82,18.7,99,22.3,90
11/21/24 11:22 PM,17.3,83,18.6,99,22.3,90
11/21/24 11:32 PM,17.1,83,18.6,99,22.3,90
11/21/24 11:42 PM,17.1,83,18.5,99,22.3,90
11/21/24 11:52 PM,16.9,84,18.4,99,22.3,90
11/22/24 12:02 AM,16.9,84,18.4,99,22.3,90
11/22/24 12:12 AM,16.8,84,18.4,99,22.2,90
11/22/24 12:22 AM,16.6,85,18.3,99,22.2,90
11/22/24 12:32 AM,16.6,85,18.3,99,22.2,90
11/22/24 12:42 AM,16.7,86,18.2,99,22.2,90
11/22/24 12:52 AM,16.7,85,18.2,99,22.2,90
11/22/24 1:02 AM,16.7,85,18.2,99,22.2,90
11/22/24 1:12 AM,16.7,85,18.1,99,22.2,90
11/22/24 1:22 AM,16.7,85,18.1,99,22.2,90
11/22/24 1:32 AM,16.5,85,18,99,22.2,90
11/22/24 1:42 AM,16.5,86,18,99,22.2,90
11/22/24 1:52 AM,16.4,86,18,99,22.2,90
11/22/24 2:02 AM,16.4,86,18,99,22.2,90
11/22/24 2:12 AM,16.3,86,17.9,99,22.2,90
11/22/24 2:22 AM,16.3,86,17.9,99,22.1,90
11/22/24 2:32 AM,16.1,87,17.8,99,22.1,90
11/22/24 2:42 AM,16,90,17.8,99,22.1,90
11/22/24 2:52 AM,15.9,89,17.8,99,22.1,90
11/22/24 3:02 AM,15.8,88,17.7,99,22.1,90
11/22/24 3:12 AM,15.8,88,17.7,99,22.1,90
11/22/24 3:22 AM,15.7,88,17.6,99,22.1,90
11/22/24 3:32 AM,15.6,88,17.6,99,22.1,90
11/22/24 3:42 AM,15.5,89,17.5,99,22.1,90
11/22/24 3:52 AM,15.5,89,17.5,99,22,90
11/22/24 4:02 AM,15.4,89,17.5,99,22,90
11/22/24 4:12 AM,15.4,91,17.5,99,22,90
11/22/24 4:22 AM,15.3,91,17.4,99,22,90
11/22/24 4:32 AM,15.3,90,17.4,99,22,90
11/22/24 4:42 AM,15.3,90,17.4,99,22,90
11/22/24 4:52 AM,15.2,89,17.3,99,22,90
11/22/24 5:02 AM,15.2,89,17.3,99,22,90
11/22/24 5:12 AM,15.2,89,17.2,99,22,90
11/22/24 5:22 AM,15.1,90,17.2,99,22,90
11/22/24 5:32 AM,15.1,90,17.2,99,21.9,90
11/22/24 5:42 AM,15.1,90,17.1,99,21.9,90
11/22/24 5:52 AM,15.1,90,17.1,99,21.9,90
11/22/24 6:02 AM,15,90,17.1,99,21.9,90
11/22/24 6:12 AM,14.9,90,17.1,99,21.9,90
11/22/24 6:22 AM,14.8,90,17,99,21.9,90
11/22/24 6:32 AM,14.9,90,17,99,21.9,90
11/22/24 6:42 AM,14.9,90,17,99,21.9,90
11/22/24 6:52 AM,15,90,17,99,21.8,90
11/22/24 7:02 AM,15.1,90,16.9,99,21.8,90
11/22/24 7:12 AM,15.3,90,17,99,21.8,90
11/22/24 7:22 AM,15.6,90,17,99,21.8,90
11/22/24 7:32 AM,16.3,90,17.1,99,21.8,90
11/22/24 7:42 AM,17.2,88,17.2,99,21.8,90
11/22/24 7:52 AM,18,87,17.3,99,21.8,90
11/22/24 8:02 AM,18.6,86,17.5,99,21.8,90
11/22/24 8:12 AM,19.3,84,17.7,99,21.7,90
11/22/24 8:22 AM,20.1,82,17.9,99,21.7,90
11/22/24 8:32 AM,21,80,18.3,99,21.7,90
11/22/24 8:42 AM,21.9,77,18.7,99,21.7,90
11/22/24 8:52 AM,22.6,73,19.2,99,21.7,90
11/22/24 9:02 AM,23.3,71,19.6,99,21.7,90
11/22/24 9:12 AM,23.9,69,20,99,21.7,90
11/22/24 9:22 AM,24.5,68,20.4,99,21.7,90
11/22/24 9:32 AM,24.9,67,20.8,99,21.7,90
11/22/24 9:42 AM,25.3,65,21.1,99,21.6,90
11/22/24 9:52 AM,25.7,63,21.5,99,21.6,90
11/22/24 10:02 AM,26.3,59,22,99,21.6,90
11/22/24 10:12 AM,26.7,60,22.3,99,21.6,90
11/22/24 10:22 AM,27.3,55,22.7,99,21.6,90
11/22/24 10:32 AM,27.4,56,23,99,21.6,90
11/22/24 10:42 AM,27.8,57,23.3,99,21.6,90
11/22/24 10:52 AM,28.1,54,23.6,99,21.6,90
11/22/24 11:02 AM,28.7,54,23.9,99,21.6,90
11/22/24 11:12 AM,28.8,52,24.1,99,21.6,90
11/22/24 11:22 AM,28.9,52,24.3,99,21.7,90
11/22/24 11:32 AM,28.9,51,24.5,99,21.7,90
11/22/24 11:42 AM,29.8,51,24.6,99,21.7,90
11/22/24 11:52 AM,29.9,49,24.5,99,21.7,90
11/22/24 12:02 PM,30.3,49,24.5,99,21.7,90
11/22/24 12:12 PM,30.3,48,24.2,99,21.7,90
11/22/24 12:22 PM,30.4,47,23.8,99,21.7,90
11/22/24 12:32 PM,30.8,46,23.9,99,21.7,90
11/22/24 12:42 PM,30.9,45,23.9,99,21.8,90
11/22/24 12:52 PM,30.6,47,23.6,99,21.8,90
11/22/24 1:02 PM,30.5,45,23.5,99,21.8,90
11/22/24 1:12 PM,30.2,45,23.3,99,21.8,90
11/22/24 1:22 PM,29.5,45,23.1,99,21.8,90
11/22/24 1:32 PM,29.6,45,23.1,99,21.9,90
11/22/24 1:42 PM,29.9,44,23.3,99,21.8,90
11/22/24 1:52 PM,30,43,23.6,99,21.9,90
11/22/24 2:02 PM,29.7,44,23.6,99,21.9,90
